Date, Open, High, Low, Close, Volume,ticker
06/17/19,1089.1,1101.28,1088.0,1093.89,988491,GOOGL
06/14/19,1089.74,1094.76,1081.475,1086.3,1229304,GOOGL
06/13/19,1084.71,1096.59,1082.57,1091.01,1040661,GOOGL
06/12/19,1079.95,1082.52,1069.6,1079.1,1183650,GOOGL
06/11/19,1096.99,1104.005,1079.57,1081.04,1675817,GOOGL
06/10/19,1077.0,1094.84,1075.282,1082.76,1425464,GOOGL
06/07/19,1054.28,1073.43,1051.15,1068.37,2191357,GOOGL
06/06/19,1046.21,1050.0,1035.51,1047.76,1451026,GOOGL
06/05/19,1055.0,1056.81,1033.0,1044.64,2349436,GOOGL
06/04/19,1044.49,1058.437,1036.03,1054.49,3025564,GOOGL
06/03/19,1066.93,1067.0,1027.03,1038.74,4844480,GOOGL
05/31/19,1105.64,1113.403,1103.35,1106.5,1579481,GOOGL
05/30/19,1120.15,1126.795,1115.9,1121.41,904419,GOOGL
05/29/19,1132.7,1135.0,1111.95,1119.94,1811510,GOOGL
05/28/19,1141.48,1156.49,1138.67,1139.56,1047554,GOOGL
05/24/19,1152.0,1154.36,1136.71,1138.61,927651,GOOGL
05/23/19,1146.07,1150.05,1133.16,1145.34,1260657,GOOGL
05/22/19,1151.25,1163.78,1151.0,1155.85,941279,GOOGL
05/21/19,1154.48,1158.0,1143.31,1154.44,1028248,GOOGL
05/20/19,1153.0,1153.0,1138.135,1144.66,1530126,GOOGL
05/17/19,1175.83,1186.29,1166.42,1168.78,1268050,GOOGL
05/16/19,1171.84,1194.16,1168.45,1184.5,1765388,GOOGL
05/15/19,1122.55,1178.3,1121.4,1170.8,2965117,GOOGL
05/14/19,1142.32,1144.865,1123.53,1124.86,2019550,GOOGL
05/13/19,1145.24,1151.97,1125.5,1136.59,2281686,GOOGL
05/10/19,1168.84,1176.28,1146.37,1167.64,1582460,GOOGL
05/09/19,1162.6,1174.07,1154.64,1167.97,1477752,GOOGL
05/08/19,1177.29,1184.27,1167.63,1170.78,1276022,GOOGL
05/07/19,1185.81,1194.77,1165.0,1178.86,1830238,GOOGL
05/06/19,1172.0,1195.43,1171.155,1193.46,1588684,GOOGL
05/03/19,1177.41,1191.4,1173.545,1189.55,2079376,GOOGL
05/02/19,1172.6,1179.38,1158.33,1166.51,2254890,GOOGL
05/01/19,1197.5,1199.25,1171.675,1173.32,3717018,GOOGL
04/30/19,1190.63,1200.978,1183.0,1198.96,6658855,GOOGL
04/29/19,1280.51,1296.975,1271.71,1296.2,3618362,GOOGL
04/26/19,1273.38,1278.91,1265.0,1277.42,1361419,GOOGL
04/25/19,1270.3,1272.8,1258.0,1267.34,1567161,GOOGL
04/24/19,1270.59,1274.0,1259.81,1260.05,1169797,GOOGL
04/23/19,1256.64,1274.43,1251.975,1270.59,1593449,GOOGL
04/22/19,1236.67,1254.34,1233.37,1253.76,954419,GOOGL
04/18/19,1245.0,1245.94,1239.41,1241.47,1237788,GOOGL
04/17/19,1237.0,1245.095,1232.9,1240.14,1518286,GOOGL
04/16/19,1230.0,1235.98,1225.04,1231.91,1131099,GOOGL
04/15/19,1224.09,1229.295,1214.56,1226.53,1189974,GOOGL
04/12/19,1215.62,1223.05,1213.29,1222.73,1215610,GOOGL
04/11/19,1208.9,1212.74,1204.54,1209.59,849947,GOOGL
04/10/19,1205.09,1208.938,1200.661,1206.45,775456,GOOGL
04/09/19,1201.89,1207.15,1198.38,1202.69,983840,GOOGL
04/08/19,1211.11,1213.95,1204.695,1208.28,1087588,GOOGL
04/05/19,1219.3,1220.39,1210.03,1211.45,1001044,GOOGL
04/04/19,1211.29,1220.55,1209.04,1219.45,1051089,GOOGL
04/03/19,1212.7,1220.6,1205.075,1210.81,1109614,GOOGL
04/02/19,1200.05,1205.81,1191.24,1205.54,914413,GOOGL
04/01/19,1187.54,1200.2,1186.36,1198.98,1385595,GOOGL
03/29/19,1180.18,1183.97,1166.38,1176.89,1544615,GOOGL
03/28/19,1175.5,1177.25,1163.43,1172.27,1120122,GOOGL
03/27/19,1191.92,1191.92,1164.23,1178.01,1471402,GOOGL
03/26/19,1205.19,1207.65,1181.76,1189.84,1537606,GOOGL
03/25/19,1199.56,1209.44,1190.003,1197.38,1378849,GOOGL
03/22/19,1228.85,1233.63,1206.0,1207.65,1721133,GOOGL
03/21/19,1220.0,1236.44,1216.575,1236.13,1407480,GOOGL
03/20/19,1201.4,1229.99,1199.59,1226.43,2075442,GOOGL
03/19/19,1191.72,1203.405,1189.4560000000001,1202.46,1489407,GOOGL
03/18/19,1189.69,1194.95,1181.476,1188.55,1222203,GOOGL
03/15/19,1198.0,1201.725,1187.01,1190.3,2593338,GOOGL
03/14/19,1199.02,1204.7,1191.23,1192.53,1365072,GOOGL
03/13/19,1205.93,1207.123,1197.91,1199.06,1294354,GOOGL
03/12/19,1182.3,1205.71,1182.3,1197.25,2110979,GOOGL
03/11/19,1152.0,1179.91,1151.57,1179.26,1501633,GOOGL
03/08/19,1133.9,1153.45,1130.2,1149.97,1184732,GOOGL
03/07/19,1160.5,1163.58,1141.715,1150.85,1504328,GOOGL
03/06/19,1171.76,1174.74,1163.05,1164.94,1180052,GOOGL
03/05/19,1156.0,1176.49,1153.02,1169.19,2004723,GOOGL
03/04/19,1154.56,1165.52,1138.25,1153.42,1774467,GOOGL
03/01/19,1131.0,1150.0,1131.0,1148.52,1704258,GOOGL
02/28/19,1119.0,1133.99,1118.41,1126.55,1371355,GOOGL
02/27/19,1114.01,1125.73,1108.56,1122.89,1104881,GOOGL
02/26/19,1114.37,1126.435,1106.7,1122.01,1751261,GOOGL
02/25/19,1121.93,1125.4,1114.11,1117.33,1310362,GOOGL
02/22/19,1109.7,1117.25,1100.5,1116.56,1471783,GOOGL
02/21/19,1118.78,1119.15,1097.98,1104.21,1663980,GOOGL
02/20/19,1128.88,1130.93,1111.75,1120.59,1204533,GOOGL
02/19/19,1116.64,1129.64,1116.64,1126.51,1099259,GOOGL
02/15/19,1139.3,1139.3,1116.72,1119.63,1391348,GOOGL
02/14/19,1125.0,1136.13,1117.09,1129.2,1055297,GOOGL
02/13/19,1133.04,1142.85,1126.0,1128.63,1402087,GOOGL
02/12/19,1111.01,1132.86,1111.01,1127.58,1751771,GOOGL
02/11/19,1103.75,1113.43,1100.0,1102.12,924881,GOOGL
02/08/19,1094.88,1105.095,1094.24,1102.38,1088327,GOOGL
02/07/19,1111.82,1111.99,1093.59,1105.91,1914877,GOOGL
02/06/19,1149.27,1154.0,1118.36,1122.89,2412820,GOOGL
02/05/19,1129.63,1152.77,1123.6,1151.87,4114790,GOOGL
02/04/19,1119.01,1142.34,1117.51,1141.42,3920591,GOOGL
02/01/19,1122.29,1134.4,1114.25,1118.62,1655813,GOOGL
01/31/19,1112.24,1127.67,1105.25,1125.89,2011572,GOOGL
01/30/19,1077.36,1099.52,1076.64,1097.99,1472647,GOOGL
01/29/19,1081.04,1084.73,1066.02,1070.06,985248,GOOGL
01/28/19,1090.07,1093.365,1074.61,1079.86,1466714,GOOGL
01/25/19,1094.23,1103.36,1091.8010000000002,1101.51,1163788,GOOGL
01/24/19,1082.51,1088.0,1070.02,1084.0,1455948,GOOGL
01/23/19,1086.86,1092.95,1067.57,1084.41,1259738,GOOGL
01/22/19,1096.0,1098.97,1070.89,1078.63,1981594,GOOGL
01/18/19,1108.59,1118.0,1099.2830000000001,1107.3,2244569,GOOGL
01/17/19,1087.99,1100.7,1083.255,1099.12,1244801,GOOGL
01/16/19,1090.0,1102.36,1088.01,1089.51,1914041,GOOGL
01/15/19,1058.01,1088.27,1054.44,1086.51,1875852,GOOGL
01/14/19,1053.34,1058.45,1048.55,1051.51,1424486,GOOGL
01/11/19,1069.9,1073.37,1056.43,1064.47,1543238,GOOGL
01/10/19,1074.94,1079.81,1064.68,1078.83,1329861,GOOGL
01/09/19,1087.99,1091.64,1074.37,1081.65,1349912,GOOGL
01/08/19,1086.0,1093.35,1068.349,1085.37,1770654,GOOGL
01/07/19,1080.97,1082.7,1062.64,1075.92,2372667,GOOGL
01/04/19,1042.56,1080.0,1036.86,1078.07,2301428,GOOGL
01/03/19,1050.67,1066.26,1022.37,1025.47,2097957,GOOGL
01/02/19,1027.2,1060.79,1025.275,1054.68,1593395,GOOGL
12/31/18,1057.83,1062.99,1033.039,1044.96,1655504,GOOGL
12/28/18,1059.5,1064.23,1042.0,1046.68,1718352,GOOGL
12/27/18,1026.2,1053.34,1007.0,1052.9,2299806,GOOGL
12/26/18,997.99,1048.45,992.645,1047.85,2315862,GOOGL
12/24/18,984.32,1012.12,977.6599,984.67,1817955,GOOGL
12/21/18,1032.04,1037.67,981.19,991.25,5232490,GOOGL
12/20/18,1026.0,1047.44,1007.865,1023.58,2683670,GOOGL
12/19/18,1047.29,1075.71,1019.43,1035.46,2913237,GOOGL
12/18/18,1034.0,1059.69,1030.48,1043.41,2182019,GOOGL
12/17/18,1047.01,1062.38,1016.63,1025.65,2496551,GOOGL
12/14/18,1060.02,1071.72,1049.37,1051.71,1817949,GOOGL
12/13/18,1075.67,1088.42,1064.994,1073.54,1249403,GOOGL
12/12/18,1077.08,1091.733,1071.97,1073.73,1447973,GOOGL
12/11/18,1066.94,1070.4,1050.1,1061.65,1692576,GOOGL
12/10/18,1042.94,1059.6,1033.0,1053.18,1682646,GOOGL
12/07/18,1072.23,1085.03,1039.37,1046.58,2134111,GOOGL
12/06/18,1045.0,1079.42,1042.48,1078.08,2371825,GOOGL
12/04/18,1112.99,1114.24,1060.775,1062.47,2281485,GOOGL
12/03/18,1132.16,1135.0,1111.73,1116.36,2876449,GOOGL
11/30/18,1095.63,1109.65,1083.18,1109.65,2983340,GOOGL
11/29/18,1083.53,1100.15,1082.0,1094.58,1550523,GOOGL
11/28/18,1057.46,1092.858,1042.95,1091.79,2302121,GOOGL
11/27/18,1051.34,1066.76,1045.5,1052.28,1652433,GOOGL
11/26/18,1044.0,1057.0,1039.77,1055.94,1577941,GOOGL
11/23/18,1033.5,1043.0,1028.52,1030.1,708859,GOOGL
11/21/18,1045.31,1054.705,1039.455,1043.43,1485172,GOOGL
11/20/18,1007.29,1037.35,1002.21,1030.45,2722934,GOOGL
11/19/18,1063.39,1068.0,1022.8689999999999,1027.42,2284191,GOOGL
11/16/18,1065.23,1072.44,1054.9,1068.27,1768308,GOOGL
11/15/18,1051.46,1078.87,1041.292,1071.05,2079154,GOOGL
11/14/18,1060.0,1065.79,1041.11,1054.58,1733302,GOOGL
11/13/18,1054.81,1066.665,1040.4,1047.97,1287475,GOOGL
11/12/18,1073.13,1074.1,1040.35,1049.36,1700091,GOOGL
11/09/18,1084.02,1088.35,1064.26,1077.02,1743298,GOOGL
11/08/18,1107.3,1108.22,1084.36,1094.63,1685193,GOOGL
11/07/18,1083.49,1109.93,1080.59,1108.24,2169392,GOOGL
11/06/18,1055.02,1079.82,1053.61,1069.57,1433013,GOOGL
11/05/18,1072.53,1073.35,1034.0,1055.73,2267870,GOOGL
11/02/18,1089.0,1098.0,1067.66,1071.49,2172215,GOOGL
11/01/18,1091.4,1099.9,1077.82,1085.98,2006575,GOOGL
10/31/18,1068.2,1108.0,1068.2,1090.58,3545821,GOOGL
10/30/18,1020.01,1050.9,1013.97,1049.51,2988418,GOOGL
10/29/18,1096.54,1108.83,1007.2,1034.73,4064452,GOOGL
10/26/18,1048.33,1117.0,1042.23,1083.75,5321883,GOOGL
10/25/18,1080.3,1117.82,1075.545,1103.59,3647814,GOOGL
10/24/18,1115.0,1116.62,1055.06,1057.12,2464295,GOOGL
10/23/18,1091.29,1118.0,1079.01,1114.91,1884255,GOOGL
10/22/18,1112.51,1121.69,1100.0,1111.37,1355842,GOOGL
10/19/18,1103.71,1120.95,1097.03,1105.18,2064289,GOOGL
10/18/18,1130.0,1132.35,1086.34,1097.91,2307596,GOOGL
10/17/18,1140.0,1147.0,1114.0,1127.59,1782614,GOOGL
10/16/18,1113.48,1136.37,1111.75,1133.08,1918879,GOOGL
10/15/18,1118.0,1121.795,1098.22,1102.44,1503956,GOOGL
10/12/18,1119.64,1125.83,1095.025,1120.54,2468920,GOOGL
10/11/18,1079.04,1116.055,1075.89,1090.74,3384775,GOOGL
10/10/18,1136.4,1137.02,1091.51,1092.16,2949006,GOOGL
10/09/18,1151.31,1161.55,1144.17,1145.17,1684728,GOOGL
10/08/18,1160.0,1175.86,1135.4,1155.92,2309539,GOOGL
10/05/18,1176.0,1182.0,1154.32,1167.83,1593012,GOOGL
10/04/18,1205.03,1205.9,1163.845,1177.07,2328778,GOOGL
10/03/18,1212.0,1214.18,1202.15,1211.53,1312686,GOOGL
10/02/18,1206.67,1224.52,1199.66,1207.64,2008956,GOOGL
10/01/18,1213.0,1224.2,1203.19,1208.53,1659364,GOOGL
09/28/18,1204.09,1208.45,1197.83,1207.08,1780759,GOOGL
09/27/18,1200.0,1216.86,1198.05,1207.36,1813652,GOOGL
09/26/18,1193.69,1207.24,1185.397,1194.06,1882524,GOOGL
09/25/18,1184.25,1196.86,1174.09,1193.89,1657809,GOOGL
09/24/18,1159.41,1185.19,1151.5,1179.56,1557479,GOOGL
09/21/18,1194.92,1196.58,1172.06,1172.12,4561119,GOOGL
09/20/18,1180.67,1194.0,1176.25,1191.57,1462455,GOOGL
09/19/18,1168.96,1176.27,1158.615,1174.27,1298084,GOOGL
09/18/18,1162.66,1181.33,1161.425,1167.11,1615701,GOOGL
09/17/18,1177.77,1181.82,1158.455,1159.83,1704790,GOOGL
09/14/18,1188.0,1188.0,1173.52,1177.98,1208767,GOOGL
09/13/18,1179.7,1187.86,1169.22,1182.14,2003418,GOOGL
09/12/18,1182.0,1190.694,1166.16,1171.6,1785833,GOOGL
09/11/18,1171.1,1190.94,1165.95,1189.99,1462688,GOOGL
09/10/18,1184.2,1186.66,1170.61,1175.06,1383938,GOOGL
09/07/18,1172.0,1188.545,1169.27,1177.59,1633190,GOOGL
09/06/18,1198.57,1198.986,1163.61,1183.99,2342722,GOOGL
09/05/18,1209.22,1214.87,1175.34,1199.1,2699394,GOOGL
09/04/18,1222.52,1227.87,1206.56,1211.31,2072869,GOOGL
08/31/18,1252.21,1252.545,1225.755,1231.8,2115424,GOOGL
08/30/18,1263.4,1269.49,1247.21,1254.44,1505219,GOOGL
08/29/18,1255.0,1267.17,1252.8,1264.65,1846615,GOOGL
08/28/18,1255.9,1256.56,1242.97,1245.86,1366516,GOOGL
08/27/18,1244.14,1257.87,1240.68,1256.27,1428992,GOOGL
08/24/18,1226.0,1237.4,1221.42,1236.75,1222653,GOOGL
08/23/18,1219.88,1235.17,1219.349,1221.16,1233347,GOOGL
08/22/18,1214.22,1226.53,1213.22,1221.75,1114832,GOOGL
08/21/18,1223.02,1232.76,1215.03,1217.41,1154093,GOOGL
08/20/18,1220.66,1225.91,1208.7,1221.95,1111173,GOOGL
08/17/18,1222.04,1226.955,1204.0,1215.85,1654629,GOOGL
08/16/18,1241.99,1243.697,1219.63,1224.06,1608799,GOOGL
08/15/18,1244.28,1251.98,1226.245,1232.22,1852558,GOOGL
08/14/18,1252.5,1260.59,1239.54,1258.14,1403991,GOOGL
08/13/18,1251.2,1265.97,1247.03,1248.64,1380882,GOOGL
08/10/18,1259.18,1261.2,1247.163,1252.51,1334387,GOOGL
08/09/18,1262.73,1271.965,1260.101,1264.46,1366318,GOOGL
08/08/18,1256.72,1271.72,1252.12,1261.33,1718664,GOOGL
08/07/18,1252.01,1266.08,1251.8,1255.84,2125256,GOOGL
08/06/18,1241.61,1242.462,1230.53,1237.67,1105916,GOOGL
08/03/18,1245.18,1246.52,1229.42,1238.16,1063244,GOOGL
08/02/18,1218.5,1244.41,1218.06,1241.13,1735180,GOOGL
08/01/18,1239.11,1245.9,1224.94,1232.99,1849740,GOOGL
07/31/18,1231.71,1241.21,1216.19,1227.22,1969111,GOOGL
07/30/18,1245.05,1252.89,1224.17,1230.04,2194837,GOOGL
07/27/18,1289.12,1291.44,1244.495,1252.89,2418090,GOOGL
07/26/18,1267.18,1287.4,1263.0,1285.5,2734302,GOOGL
07/25/18,1252.62,1278.24,1249.05,1275.94,2575437,GOOGL
07/24/18,1271.0,1275.0,1244.14,1258.15,5380032,GOOGL
07/23/18,1195.66,1215.1,1192.01,1211.0,3272304,GOOGL
07/20/18,1199.24,1210.765,1196.59,1197.88,1898376,GOOGL
07/19/18,1206.65,1216.48,1197.734,1199.1,1916892,GOOGL
07/18/18,1208.53,1221.59,1204.56,1212.91,1947397,GOOGL
07/17/18,1182.74,1218.76,1182.0,1213.08,2008133,GOOGL
07/16/18,1203.81,1208.71,1193.401,1196.51,1339237,GOOGL
07/13/18,1202.8,1210.44,1195.29,1204.42,1631857,GOOGL
07/12/18,1174.86,1201.986,1173.1,1201.26,2207431,GOOGL
07/11/18,1155.62,1180.44,1155.375,1171.46,1662633,GOOGL
07/10/18,1169.99,1173.5,1162.56,1167.14,1066704,GOOGL
07/09/18,1160.0,1167.93,1157.234,1167.28,1079201,GOOGL
07/06/18,1141.77,1156.2,1137.24,1155.08,1090967,GOOGL
07/05/18,1124.6,1144.14,1123.12,1141.29,1429710,GOOGL
07/03/18,1149.42,1149.91,1114.43,1116.28,822394,GOOGL
07/02/18,1115.35,1142.99,1106.6,1142.11,1161040,GOOGL
06/29/18,1132.31,1141.359,1127.02,1129.19,1578116,GOOGL
06/28/18,1112.39,1134.0,1106.072,1126.78,1486675,GOOGL
06/27/18,1136.0,1146.21,1116.7,1116.94,1726866,GOOGL
06/26/18,1144.14,1146.87,1129.0,1132.62,1734414,GOOGL
06/25/18,1155.0,1155.99,1119.9,1139.28,2884131,GOOGL
06/22/18,1171.495,1175.0,1159.65,1169.29,1711003,GOOGL
06/21/18,1185.51,1190.333,1163.48,1169.44,2248277,GOOGL
06/20/18,1183.3,1201.49,1182.03,1184.07,2584260,GOOGL
06/19/18,1170.11,1182.81,1161.61,1178.69,2364127,GOOGL
06/18/18,1152.69,1184.13,1151.0,1183.58,1651913,GOOGL
06/15/18,1159.92,1163.9089999999999,1153.69,1159.27,2221891,GOOGL
06/14/18,1152.21,1165.99,1150.6,1160.11,1771120,GOOGL
06/13/18,1152.28,1155.64,1143.38,1144.23,1715074,GOOGL
06/12/18,1141.02,1148.75,1141.02,1148.19,1304612,GOOGL
06/11/18,1132.94,1147.74,1131.399,1140.9,1239770,GOOGL
06/08/18,1131.21,1138.78,1123.23,1132.71,1364226,GOOGL
06/07/18,1144.58,1145.865,1126.12,1134.42,1805388,GOOGL
06/06/18,1152.77,1154.714,1136.32,1146.95,1746719,GOOGL
06/05/18,1154.66,1161.096,1147.46,1151.02,1648222,GOOGL
06/04/18,1138.5,1157.857,1137.0,1153.04,2237701,GOOGL
06/01/18,1112.87,1138.16,1112.01,1135.0,3160100,GOOGL
05/31/18,1082.0,1110.0,1078.0,1100.0,3968362,GOOGL
05/30/18,1073.48,1078.99,1066.55,1077.47,1434282,GOOGL
05/29/18,1076.0,1081.34,1063.08,1068.07,1803805,GOOGL
05/25/18,1086.55,1089.57,1082.6,1084.08,1111161,GOOGL
05/24/18,1086.9,1087.12,1072.3,1085.45,1030194,GOOGL
05/23/18,1070.0,1088.0,1066.96,1085.96,1186998,GOOGL
05/22/18,1089.8,1091.8,1072.26,1075.31,1111299,GOOGL
05/21/18,1079.0,1093.3,1078.0,1084.01,1258999,GOOGL
05/18/18,1066.0,1073.73,1064.68,1069.64,1774149,GOOGL
05/17/18,1081.46,1091.0,1076.42,1081.26,1286907,GOOGL
05/16/18,1085.09,1094.382,1081.63,1084.09,1281406,GOOGL
05/15/18,1096.9,1099.12,1078.78,1084.87,1786926,GOOGL
05/14/18,1105.57,1118.15,1104.8,1106.6,1966893,GOOGL
05/11/18,1100.41,1109.01,1097.22,1103.38,1525218,GOOGL
05/10/18,1095.0,1109.41,1093.88,1105.47,1820676,GOOGL
05/09/18,1064.1,1094.0,1062.11,1088.95,2357979,GOOGL
05/08/18,1064.62,1065.23,1051.641,1058.59,1301524,GOOGL
05/07/18,1053.89,1065.0,1050.27,1059.46,1719971,GOOGL
05/04/18,1019.61,1051.879,1018.05,1051.0,1844600,GOOGL
05/03/18,1025.37,1030.69,1007.89,1026.3,1964066,GOOGL
05/02/18,1034.0,1043.98,1023.16,1026.05,1734872,GOOGL
05/01/18,1016.3,1041.73,1010.61,1040.75,1766256,GOOGL
04/30/18,1034.42,1038.37,1018.3,1018.58,1724632,GOOGL
04/27/18,1045.54,1051.695,1027.59,1031.45,2037263,GOOGL
04/26/18,1033.22,1052.02,1020.45,1043.31,2546332,GOOGL
04/25/18,1029.75,1036.07,1017.01,1022.99,2893047,GOOGL
04/24/18,1059.2,1064.49,1012.855,1022.64,6411038,GOOGL
04/23/18,1082.98,1088.0,1066.68,1073.81,3479496,GOOGL
04/20/18,1084.27,1094.75,1072.1,1077.32,2121692,GOOGL
04/19/18,1069.02,1097.51,1069.02,1089.45,1994247,GOOGL
04/18/18,1079.01,1082.0,1070.515,1075.39,1556298,GOOGL
04/17/18,1061.2,1085.0,1057.09,1079.36,2729197,GOOGL
04/16/18,1045.55,1051.4289999999999,1033.92,1046.1,1488822,GOOGL
04/13/18,1046.89,1052.98,1030.15,1036.04,1270461,GOOGL
04/12/18,1031.47,1044.65,1026.05,1037.29,1644794,GOOGL
04/11/18,1032.0,1035.87,1019.2,1025.06,1703015,GOOGL
04/10/18,1030.26,1041.21,1015.41,1036.5,1836678,GOOGL
04/09/18,1020.04,1044.59,1019.2,1020.09,1661012,GOOGL
04/06/18,1023.1,1036.0,1006.25,1009.95,2006683,GOOGL
04/05/18,1046.39,1046.71,1024.0,1032.64,1791761,GOOGL
04/04/18,998.23,1032.74,996.51,1029.71,2536198,GOOGL
04/03/18,1016.15,1025.0,997.245,1018.68,2566146,GOOGL
04/02/18,1027.62,1039.53,994.25,1012.63,3253387,GOOGL
03/29/18,1011.21,1048.05,1004.04,1037.14,3466876,GOOGL
03/28/18,1001.91,1024.99,984.0,1005.18,3884943,GOOGL
03/27/18,1063.9,1064.54,997.62,1006.94,3040809,GOOGL
03/26/18,1050.6,1059.27,1010.58,1054.09,3299151,GOOGL
03/23/18,1051.37,1066.78,1024.87,1026.55,2493971,GOOGL
03/22/18,1080.01,1083.92,1049.64,1053.15,3465608,GOOGL
03/21/18,1092.57,1108.7,1087.21,1094.0,2244865,GOOGL
03/20/18,1098.4,1105.55,1082.42,1095.8,2729857,GOOGL
03/19/18,1117.76,1119.37,1088.92,1100.07,3182796,GOOGL
03/16/18,1155.35,1156.81,1131.36,1134.42,2932759,GOOGL
03/15/18,1149.57,1162.5,1135.66,1150.61,1669094,GOOGL
03/14/18,1145.8,1159.76,1142.35,1148.89,2093482,GOOGL
03/13/18,1171.83,1178.0,1134.57,1139.91,2156999,GOOGL
03/12/18,1165.05,1178.16,1159.2,1165.93,2215304,GOOGL
03/09/18,1139.5,1161.0,1134.29,1160.84,2133087,GOOGL
03/08/18,1117.2,1131.44,1117.2,1129.38,1693133,GOOGL
03/07/18,1092.82,1116.2,1089.91,1115.04,1537429,GOOGL
03/06/18,1102.103,1105.63,1094.5,1100.9,1169068,GOOGL
03/05/18,1078.13,1101.18,1072.27,1094.76,1432369,GOOGL
03/02/18,1057.98,1086.89,1050.11,1084.14,2508145,GOOGL
03/01/18,1109.54,1111.2730000000001,1067.285,1071.41,2766856,GOOGL
02/28/18,1122.0,1127.65,1103.0,1103.92,2464619,GOOGL
02/27/18,1143.7,1144.25,1116.79,1117.51,2148159,GOOGL
02/26/18,1131.86,1144.2,1129.34,1143.7,1545619,GOOGL
02/23/18,1118.66,1129.0,1108.437,1128.09,1264638,GOOGL
02/22/18,1119.17,1125.46,1105.15,1109.9,1400536,GOOGL
02/21/18,1109.1,1136.2,1107.51,1113.75,2074321,GOOGL
02/20/18,1092.76,1116.29,1090.0,1103.59,1687656,GOOGL
02/16/18,1093.38,1108.31,1091.55,1095.5,1997405,GOOGL
02/15/18,1083.45,1094.1,1067.23,1091.36,1869763,GOOGL
02/14/18,1054.32,1075.47,1049.8,1072.7,2065202,GOOGL
02/13/18,1050.0,1061.22,1046.92,1054.14,1579258,GOOGL
02/12/18,1056.67,1065.57,1045.49,1054.56,2812011,GOOGL
02/09/18,1025.88,1051.72,997.0,1046.27,4917970,GOOGL
02/08/18,1059.87,1063.93,1004.7,1007.71,3339601,GOOGL
02/07/18,1084.97,1086.53,1054.62,1055.41,2597094,GOOGL
02/06/18,1033.98,1087.375,1030.01,1084.43,3831524,GOOGL
02/05/18,1100.61,1114.99,1056.74,1062.39,4177469,GOOGL
02/02/18,1127.42,1131.3,1111.17,1119.2,5892122,GOOGL
02/01/18,1175.99,1187.45,1169.36,1181.59,3675709,GOOGL
01/31/18,1183.81,1186.32,1172.1,1182.22,1801135,GOOGL
01/30/18,1177.72,1187.93,1174.51,1177.37,1866883,GOOGL
01/29/18,1188.0,1198.0,1184.06,1186.48,1574708,GOOGL
01/26/18,1187.53,1187.56,1168.03,1187.56,2108502,GOOGL
01/25/18,1180.71,1185.0,1171.84,1182.14,1499247,GOOGL
01/24/18,1184.98,1187.05,1167.401,1171.29,1856429,GOOGL
01/23/18,1170.62,1178.51,1167.25,1176.17,1956865,GOOGL
01/22/18,1143.82,1166.88,1141.82,1164.16,1477520,GOOGL
01/19/18,1138.03,1143.78,1132.5,1143.5,1527554,GOOGL
01/18/18,1139.35,1140.585,1124.465,1135.97,1374873,GOOGL
01/17/18,1136.36,1139.32,1123.49,1139.1,1391510,GOOGL
01/16/18,1140.31,1148.88,1126.66,1130.7,1823100,GOOGL
01/12/18,1110.1,1131.302,1108.01,1130.65,1929306,GOOGL
01/11/18,1112.31,1114.85,1106.48,1112.05,1121216,GOOGL
01/10/18,1107.0,1112.78,1103.984,1110.14,1036655,GOOGL
01/09/18,1118.44,1118.44,1108.201,1112.79,1340381,GOOGL
01/08/18,1111.0,1119.16,1110.0,1114.21,1232221,GOOGL
01/05/18,1103.45,1113.58,1101.795,1110.29,1512526,GOOGL
01/04/18,1097.09,1104.077,1094.26,1095.76,1302569,GOOGL
01/03/18,1073.93,1096.1,1073.43,1091.52,1565945,GOOGL
01/02/18,1053.02,1075.98,1053.02,1073.21,1588268,GOOGL
12/29/17,1055.49,1058.05,1052.7,1053.4,1180340,GOOGL
12/28/17,1062.25,1064.84,1053.38,1055.95,994249,GOOGL
12/27/17,1066.6,1068.27,1058.38,1060.2,1116203,GOOGL
12/26/17,1068.64,1068.86,1058.64,1065.85,918767,GOOGL
12/22/17,1070.0,1071.72,1067.64,1068.86,889446,GOOGL
12/21/17,1075.39,1077.52,1069.0,1070.85,1282025,GOOGL
12/20/17,1080.92,1081.235,1068.6,1073.56,1436391,GOOGL
12/19/17,1083.02,1084.975,1072.27,1079.78,1317519,GOOGL
12/18/17,1076.45,1086.49,1070.37,1085.09,1514601,GOOGL
12/15/17,1063.78,1075.25,1060.09,1072.0,3187985,GOOGL
12/14/17,1055.49,1067.08,1053.595,1057.47,1548139,GOOGL
12/13/17,1052.08,1055.48,1046.58,1051.39,1384038,GOOGL
12/12/17,1050.0,1062.5,1044.87,1048.77,1694061,GOOGL
12/11/17,1051.11,1056.0,1044.12,1051.97,1162694,GOOGL
12/08/17,1051.81,1056.42,1045.86,1049.38,1558472,GOOGL
12/07/17,1036.07,1048.92,1035.36,1044.57,1543285,GOOGL
12/06/17,1016.52,1039.58,1015.31,1032.72,1435549,GOOGL
12/05/17,1010.99,1036.68,1002.315,1019.6,1949865,GOOGL
12/04/17,1027.8,1031.34,1009.22,1011.87,1938861,GOOGL
12/01/17,1030.41,1037.245,1016.9,1025.07,1888081,GOOGL
11/30/17,1039.94,1044.14,1030.07,1036.17,2254590,GOOGL
11/29/17,1056.18,1058.77,1029.653,1037.38,2793332,GOOGL
